1	124	5.0	1458259200
1	119	5.0	1458259200
1	139	5.0	1486339200
1	140	5.0	1486339200
1	20	5.0	1486339200
1	22	5.0	1514851200
1	54	5.0	1529193600
1	118	5.0	1529193600
1	1	5.0	1529193600
2	112	5.0	1528934400
2	134	5.0	1528934400
2	130	5.0	1528934400
2	21	5.0	1528934400
2	1	4.0	1528934400
3	139	5.0	1482796800
3	138	5.0	1482796800
3	54	5.0	1482796800
3	21	5.0	1482796800
3	1	5.0	1527897600
4	21	5.0	1481760000
4	75	5.0	1482278400
4	25	3.0	1492905600
4	131	5.0	1494115200
4	1	5.0	1526688000
5	58	4.0	1518912000
5	26	5.0	1518912000
5	23	5.0	1518912000
5	13	5.0	1518912000
5	1	5.0	1526601600
6	2	4.0	1454025600
6	144	3.0	1515888000
6	144	3.0	1515888000
6	133	5.0	1525737600
6	1	5.0	1525737600
7	22	5.0	1484870400
7	4	5.0	1484870400
7	21	5.0	1494547200
7	23	5.0	1515974400
7	1	5.0	1525132800
8	126	5.0	1524787200
8	136	5.0	1524787200
8	131	5.0	1524787200
8	125	5.0	1524787200
8	74	5.0	1524787200
8	27	5.0	1524787200
8	1	5.0	1524787200
9	32	5.0	1452988800
9	2	4.0	1459468800
9	21	5.0	1486857600
9	124	4.0	1517616000
9	1	4.0	1523491200
10	138	5.0	1484611200
10	139	5.0	1484611200
10	82	5.0	1523491200
10	12	5.0	1523491200
10	1	5.0	1523491200
10	111	5.0	1523577600
11	23	5.0	1514160000
11	140	5.0	1514246400
11	1	5.0	1521763200
11	20	5.0	1529971200
11	82	5.0	1529971200
12	53	5.0	1516060800
12	26	5.0	1516060800
12	21	5.0	1516060800
12	47	5.0	1518048000
12	144	5.0	1518048000
12	92	5.0	1518048000
12	1	5.0	1518048000
13	138	5.0	1489622400
13	54	5.0	1489622400
13	50	5.0	1489622400
13	15	5.0	1489622400
13	81	5.0	1501545600
13	23	5.0	1501545600
13	2	5.0	1527552000
14	72	5.0	1515456000
14	107	5.0	1523664000
14	71	4.0	1523664000
14	23	4.0	1523664000
14	2	4.0	1523664000
15	139	5.0	1521331200
15	54	5.0	1521331200
15	21	5.0	1521331200
15	22	5.0	1521331200
15	2	5.0	1521331200
16	111	5.0	1521331200
16	110	5.0	1521331200
16	68	5.0	1521331200
16	34	5.0	1521331200
16	3	5.0	1521331200
16	2	5.0	1521331200
17	20	5.0	1520812800
17	3	5.0	1520812800
17	2	5.0	1520812800
17	123	3.0	1523232000
17	26	4.0	1523232000
18	138	4.0	1520208000
18	136	5.0	1520208000
18	53	4.0	1520208000
18	2	4.0	1520208000
18	80	5.0	1526342400
19	142	5.0	1519948800
19	21	5.0	1519948800
19	22	5.0	1519948800
19	3	5.0	1519948800
19	2	5.0	1519948800
20	126	5.0	1519862400
20	49	5.0	1519862400
20	29	5.0	1519862400
20	2	5.0	1519862400
20	148	5.0	1531872000
21	138	5.0	1495843200
21	140	5.0	1495843200
21	23	5.0	1502755200
21	4	5.0	1518048000
21	2	5.0	1518048000
22	139	5.0	1483833600
22	140	5.0	1483833600
22	124	5.0	1483833600
22	82	5.0	1486339200
22	22	5.0	1486339200
22	2	5.0	1517875200
23	82	5.0	1427932800
23	4	5.0	1517270400
23	3	5.0	1517270400
23	2	5.0	1517270400
23	81	5.0	1519948800
23	22	5.0	1519948800
24	139	5.0	1517097600
24	142	5.0	1517097600
24	140	5.0	1517097600
24	20	5.0	1517097600
24	4	5.0	1517097600
24	2	5.0	1517097600
25	138	5.0	1498608000
25	53	5.0	1498608000
25	34	5.0	1498608000
25	67	5.0	1515974400
25	2	5.0	1515974400
26	55	5.0	1515369600
26	37	5.0	1515369600
26	12	5.0	1515369600
26	9	5.0	1515369600
26	2	5.0	1515369600
27	85	4.0	1456358400
27	80	4.0	1456358400
27	25	5.0	1456358400
27	139	5.0	1514332800
27	2	5.0	1514332800
28	81	5.0	1481846400
28	21	5.0	1481846400
28	23	5.0	1481846400
28	144	5.0	1513382400
28	2	5.0	1513641600
28	124	5.0	1519516800
29	65	5.0	1501891200
29	115	5.0	1513123200
29	85	5.0	1513123200
29	30	5.0	1513123200
29	3	5.0	1513123200
29	2	5.0	1513123200
29	27	5.0	1513468800
30	54	5.0	1421107200
30	22	5.0	1421107200
30	20	5.0	1421107200
30	82	5.0	1449446400
30	81	5.0	1449446400
30	23	5.0	1449446400
30	138	5.0	1479859200
30	142	3.0	1479859200
30	140	5.0	1479859200
30	3	3.0	1510790400
30	2	2.0	1510790400
31	82	4.0	1454284800
31	142	5.0	1485129600
31	118	5.0	1504569600
31	6	5.0	1504569600
31	2	5.0	1504569600
31	133	5.0	1517529600
32	139	5.0	1481760000
32	26	5.0	1481760000
32	7	5.0	1481760000
32	119	5.0	1483747200
32	2	5.0	1500681600
33	139	5.0	1485475200
33	54	5.0	1485475200
33	22	5.0	1485475200
33	2	5.0	1498521600
33	21	5.0	1507766400
34	139	5.0	1481932800
34	21	5.0	1481932800
34	22	5.0	1481932800
34	26	5.0	1498176000
34	2	5.0	1498521600
35	5	5.0	1453248000
35	138	5.0	1482796800
35	37	5.0	1482796800
35	20	5.0	1487030400
35	2	5.0	1494547200
36	2	5.0	1489104000
36	21	5.0	1492992000
36	22	5.0	1492992000
36	20	5.0	1492992000
36	34	5.0	1510012800
37	26	5.0	1457308800
37	107	5.0	1467849600
37	21	5.0	1467849600
37	22	5.0	1467849600
37	17	5.0	1467849600
37	6	5.0	1467849600
37	74	5.0	1482883200
37	2	5.0	1488585600
38	139	5.0	1487635200
38	20	5.0	1487635200
38	2	5.0	1487635200
38	26	5.0	1527033600
38	21	5.0	1527033600
39	120	5.0	1485734400
39	146	5.0	1485734400
39	122	5.0	1485734400
39	34	5.0	1485734400
39	29	5.0	1485734400
39	2	5.0	1485734400
40	4	5.0	1353801600
40	45	4.0	1420761600
40	81	5.0	1455235200
40	138	5.0	1482451200
40	22	5.0	1482451200
40	2	5.0	1484697600
41	6	5.0	1406764800
41	2	5.0	1407456000
41	119	5.0	1453852800
41	21	5.0	1453852800
41	20	5.0	1484352000
41	2	5.0	1484352000
41	118	5.0	1495152000
42	139	5.0	1483747200
42	54	5.0	1483747200
42	22	5.0	1483747200
42	20	5.0	1483747200
42	2	5.0	1483747200
43	2	5.0	1416009600
43	82	5.0	1464566400
43	144	5.0	1483401600
43	2	5.0	1483401600
43	25	5.0	1489363200
43	133	5.0	1496102400
43	143	5.0	1498262400
44	123	5.0	1483315200
44	110	5.0	1483315200
44	78	5.0	1483315200
44	63	5.0	1483315200
44	55	5.0	1483315200
44	45	5.0	1483315200
44	33	5.0	1483315200
44	26	5.0	1483315200
44	14	5.0	1483315200
44	12	5.0	1483315200
44	2	5.0	1483315200
45	21	5.0	1480723200
45	20	5.0	1483142400
45	2	5.0	1483142400
45	54	5.0	1499040000
45	7	4.0	1505520000
45	4	5.0	1519862400
46	144	5.0	1482019200
46	138	5.0	1482019200
46	142	5.0	1482019200
46	119	5.0	1482019200
46	5	5.0	1482019200
46	2	5.0	1482019200
47	131	5.0	1467849600
47	119	5.0	1475193600
47	21	4.0	1481155200
47	2	5.0	1481932800
47	3	5.0	1518652800
48	26	5.0	1447545600
48	14	5.0	1447545600
48	110	5.0	1481673600
48	74	5.0	1481673600
48	56	5.0	1481673600
48	2	5.0	1481673600
49	82	5.0	1471996800
